Date,Open,High,Low,Close,Adj Close,Volume
2019-01-02,59.599998,59.599998,57.799999,58.299999,55.990971,1358083
2019-01-03,58.150002,58.250000,57.200001,57.799999,55.510777,1944511
2019-01-04,57.799999,59.500000,57.700001,59.500000,57.143448,1643737
2019-01-07,60.000000,60.000000,59.099998,59.950001,57.575623,1359323
2019-01-08,59.400002,60.200001,59.400002,60.000000,57.623642,1285222
2019-01-09,60.200001,60.500000,59.700001,60.500000,58.103844,1982171
2019-01-10,59.900002,60.950001,59.799999,60.900002,58.488003,1419142
2019-01-11,61.000000,61.200001,60.400002,61.200001,58.776115,1348079
2019-01-14,60.849998,61.500000,60.049999,60.450001,58.055824,864334
2019-01-15,60.950001,61.200001,60.599998,60.950001,58.536022,1167707
2019-01-16,61.099998,61.299999,60.250000,61.299999,58.872158,1593288
2019-01-17,61.000000,61.349998,60.549999,61.250000,58.824135,1318058
2019-01-18,61.500000,61.500000,60.849998,61.349998,58.920177,1068172
2019-01-21,61.000000,61.349998,60.549999,61.299999,58.872158,819312
2019-01-22,61.349998,62.000000,60.900002,62.000000,59.544434,1506304
2019-01-23,61.400002,61.799999,61.349998,61.799999,59.352356,1153901
2019-01-24,62.000000,62.400002,61.799999,62.400002,59.928593,1937193
2019-01-25,62.200001,63.799999,62.200001,63.799999,61.273140,4048432
2019-01-28,64.099998,64.099998,63.000000,63.799999,61.273140,1892043
2019-01-29,63.500000,63.700001,62.650002,63.250000,60.744926,2241851
2019-01-30,63.000000,63.599998,62.500000,63.599998,61.081062,1974591
2019-01-31,63.549999,63.650002,62.900002,63.349998,60.840961,2647656
2019-02-01,63.500000,63.500000,62.549999,63.250000,60.744926,1848161
2019-02-04,63.000000,63.250000,62.049999,62.849998,60.360767,1345651
2019-02-08,63.099998,63.299999,62.250000,63.299999,60.792942,1876530
2019-02-11,63.400002,63.400002,62.500000,62.750000,60.264729,1790831
2019-02-12,62.400002,63.349998,62.400002,63.349998,60.840961,2842314
2019-02-13,63.500000,63.500000,62.750000,63.250000,60.744926,2054414
2019-02-14,62.799999,63.950001,62.799999,63.799999,61.273140,2562286
2019-02-15,63.799999,63.799999,63.000000,63.349998,60.840961,1485947
2019-02-18,63.950001,64.349998,63.799999,64.250000,61.705318,2557481
2019-02-19,64.500000,64.500000,63.599998,64.050003,61.513245,1923596
2019-02-20,64.199997,64.300003,63.599998,64.250000,61.705318,2478746
2019-02-21,64.500000,65.550003,64.150002,65.349998,62.761753,3599299
2019-02-22,65.349998,65.400002,64.949997,65.400002,62.809772,1544996
2019-02-25,65.000000,65.500000,63.900002,64.099998,61.561260,3232498
2019-02-26,64.650002,65.349998,64.199997,65.349998,62.761753,2901648
2019-02-27,65.250000,65.800003,65.000000,65.099998,62.521652,2023143
2019-02-28,65.349998,65.550003,64.949997,65.449997,62.857792,1673073
2019-03-01,65.000000,65.349998,64.349998,65.000000,62.425613,1977209
2019-03-04,65.400002,65.500000,64.949997,65.400002,62.809772,1447603
2019-03-05,65.000000,65.150002,64.599998,64.599998,62.041454,1239344
2019-03-06,64.250000,64.599998,64.050003,64.349998,61.801357,1549833
2019-03-07,64.449997,65.000000,64.099998,64.750000,62.185516,1645180
2019-03-08,65.199997,65.199997,64.050003,64.349998,61.801357,2205488
2019-03-11,64.349998,65.000000,64.300003,65.000000,62.425613,1062885
2019-03-12,65.099998,65.800003,65.000000,65.449997,62.857792,1930110
2019-03-13,64.949997,65.449997,64.900002,65.300003,62.713734,864726
2019-03-14,65.250000,65.550003,64.900002,65.550003,62.953831,1662467
2019-03-15,65.550003,65.699997,64.949997,65.449997,62.857792,2227774
2019-03-18,65.150002,65.849998,65.150002,65.849998,63.241951,1814044
2019-03-19,65.900002,65.949997,65.349998,65.550003,62.953831,1012084
2019-03-20,65.900002,65.900002,65.050003,65.650002,63.049873,1414859
2019-03-21,65.599998,65.599998,63.000000,63.500000,60.985023,10853134
2019-03-22,63.450001,64.000000,63.450001,63.500000,60.985023,3639493
2019-03-25,63.150002,63.599998,62.900002,63.349998,60.840961,4454721
2019-03-26,63.400002,63.650002,63.000000,63.450001,60.937008,3386325
2019-03-27,63.200001,63.500000,63.049999,63.500000,60.985023,3565868
2019-03-28,63.500000,64.250000,63.500000,64.050003,61.513245,2238472
2019-03-29,64.500000,64.500000,64.000000,64.449997,61.897396,1899924
2019-04-01,64.500000,64.800003,64.250000,64.599998,62.041454,2202279
2019-04-02,64.500000,64.650002,63.900002,64.300003,61.753342,2004726
2019-04-03,64.000000,64.500000,63.950001,64.400002,61.849380,2589057
