Date,Open,High,Low,Close,Adj Close,Volume
2019-01-02,41.200001,41.250000,40.299999,40.500000,39.507748,2859740
2019-01-03,40.500000,40.950001,40.299999,40.900002,39.897949,1714593
2019-01-04,40.900002,41.200001,40.500000,41.200001,40.190601,4207041
2019-01-07,41.299999,41.500000,41.250000,41.500000,40.483250,3005677
2019-01-08,41.200001,41.700001,41.200001,41.700001,40.678352,3116757
2019-01-09,42.000000,42.000000,41.549999,41.799999,40.775898,3720428
2019-01-10,41.250000,41.900002,41.250000,41.799999,40.775898,2207643
2019-01-11,41.849998,42.049999,41.650002,42.000000,40.970997,2943351
2019-01-14,41.799999,42.000000,41.400002,41.849998,40.824673,1731959
2019-01-15,41.950001,42.200001,41.799999,42.150002,41.117325,3924527
2019-01-16,41.950001,42.250000,41.750000,42.250000,41.214870,2599382
2019-01-17,42.200001,42.299999,41.750000,42.200001,41.166096,1496984
2019-01-18,42.400002,42.400002,42.049999,42.299999,41.263645,1711720
2019-01-21,42.349998,42.500000,42.000000,42.450001,41.409973,1168239
2019-01-22,42.349998,42.400002,42.150002,42.349998,41.312420,891131
2019-01-23,42.099998,42.500000,42.099998,42.500000,41.458748,1918008
2019-01-24,42.599998,42.599998,42.250000,42.599998,41.556293,1555157
2019-01-25,42.700001,42.950001,42.450001,42.900002,41.848949,1964427
2019-01-28,43.000000,43.099998,42.750000,43.000000,41.946499,2302905
2019-01-29,43.000000,43.549999,42.849998,43.549999,42.483021,3378213
2019-01-30,43.900002,43.900002,43.299999,43.500000,42.434246,3691080
2019-01-31,43.700001,43.799999,43.250000,43.799999,42.726898,3102923
2019-02-01,43.799999,43.849998,43.200001,43.349998,42.287922,1592356
2019-02-04,43.049999,43.500000,43.000000,43.400002,42.336700,1105884
2019-02-08,43.400002,43.549999,43.000000,43.549999,42.483021,2686891
2019-02-11,43.549999,43.849998,43.400002,43.849998,42.775673,2026993
2019-02-12,43.799999,43.950001,43.650002,43.799999,42.726898,3060144
2019-02-13,43.950001,44.000000,43.650002,44.000000,42.921997,2994735
2019-02-14,43.700001,43.950001,43.549999,43.750000,42.678123,3364401
2019-02-15,43.650002,43.950001,43.500000,43.799999,42.726898,2121043
2019-02-18,44.000000,44.099998,43.849998,44.000000,42.921997,2206487
