Date,Open,High,Low,Close,Adj Close,Volume
2019-01-02,35.454601,35.545399,34.545399,34.772701,32.346287,3809841
2019-01-03,34.954601,35.454601,34.681801,35.181801,32.726837,2930547
2019-01-04,35.318199,37.136398,35.000000,36.954601,34.375931,7652615
2019-01-07,37.681801,37.681801,36.818199,37.454601,34.841045,5569409
2019-01-08,37.272701,38.409100,37.000000,37.818199,35.179268,7519366
2019-01-09,38.454601,38.590900,38.000000,38.181801,35.517502,6040621
2019-01-10,38.136398,38.363602,37.636398,38.227299,35.559822,4215192
2019-01-11,38.409100,38.636398,37.954601,38.545399,35.855728,3306955
2019-01-14,38.227299,38.590900,38.181801,38.545399,35.855728,4601265
2019-01-15,38.636398,39.272701,38.363602,39.090900,36.363159,4692835
2019-01-16,38.636398,39.227299,38.636398,39.181801,36.447720,4080692
2019-01-17,39.136398,39.136398,38.363602,38.772701,36.067169,4907387
2019-01-18,39.363602,39.363602,38.954601,39.227299,36.490044,5631336
2019-01-21,39.409100,39.772701,39.136398,39.454601,36.701488,3616264
2019-01-22,39.590900,39.590900,38.727299,38.863602,36.151730,3103312
2019-01-23,38.545399,39.318199,38.500000,39.136398,36.405487,3163074
2019-01-24,39.409100,39.909100,39.227299,39.863602,37.081944,5211682
2019-01-25,39.909100,40.727299,39.863602,40.363602,37.547058,7332029
2019-01-28,40.363602,40.590900,39.727299,39.727299,36.955154,3927789
2019-01-29,39.727299,40.000000,39.363602,39.954601,37.166595,3671372
2019-01-30,39.954601,40.590900,39.681801,40.272701,37.462498,5150146
2019-01-31,40.136398,40.454601,40.090900,40.409100,37.589382,4689530
2019-02-01,40.409100,40.454601,40.000000,40.409100,37.589382,3452921
2019-02-04,40.045399,40.363602,39.727299,40.318199,37.504822,2725709
2019-02-08,40.136398,40.772701,39.772701,40.681801,37.843052,3891883
2019-02-11,40.454601,40.772701,40.318199,40.772701,37.927608,3571992
2019-02-12,40.545399,40.863602,40.409100,40.681801,37.843052,2614926
2019-02-13,40.772701,41.318199,40.727299,41.227299,38.350487,3730510
2019-02-14,40.909100,41.272701,40.909100,41.227299,38.350487,3638604
2019-02-15,41.045399,41.045399,40.545399,40.636398,37.800819,2622283
2019-02-18,40.909100,41.045399,40.772701,40.818199,37.969936,3646944
2019-02-19,41.181801,41.181801,40.545399,40.727299,37.885376,3181311
