Date,Open,High,Low,Close,Adj Close,Volume
2019-01-02,42.450001,42.849998,40.650002,41.099998,40.350834,1703884
2019-01-03,42.700001,42.700001,39.900002,41.000000,40.252659,2556765
2019-01-04,40.200001,41.599998,40.000000,41.400002,40.645370,2214702
2019-01-07,41.650002,42.299999,41.250000,42.000000,41.234432,1986150
2019-01-08,42.150002,43.299999,41.500000,42.450001,41.676231,1824471
2019-01-09,43.549999,44.599998,42.750000,44.299999,43.492504,4792325
2019-01-10,45.099998,45.099998,43.650002,44.400002,43.590687,5576295
2019-01-11,45.400002,46.150002,44.599998,46.000000,45.161522,3830537
2019-01-14,46.950001,46.950001,44.500000,44.599998,43.787037,2768925
2019-01-15,45.500000,45.650002,44.700001,44.950001,44.130661,4147852
2019-01-16,45.500000,46.450001,45.049999,46.000000,45.161522,3870800
2019-01-17,46.500000,46.500000,44.650002,45.049999,44.228836,3091484
2019-01-18,45.500000,46.799999,45.250000,46.450001,45.603317,2450248
2019-01-21,46.849998,47.000000,45.799999,46.750000,45.897850,2929020
2019-01-22,46.849998,47.500000,46.049999,46.650002,45.799671,2349644
2019-01-23,44.599998,44.799999,43.400002,44.099998,43.296154,6877440
2019-01-24,42.549999,43.400002,42.299999,42.900002,42.118027,7464597
2019-01-25,43.950001,44.750000,43.450001,44.549999,43.737949,3868481
2019-01-28,44.500000,45.400002,43.900002,45.299999,44.474281,2632279
2019-01-29,45.500000,45.500000,44.450001,44.950001,44.130661,3278341
2019-01-30,45.950001,45.950001,44.849998,45.799999,44.965164,3259877
2019-01-31,45.000000,45.750000,45.000000,45.450001,44.621548,3073991
2019-02-01,45.599998,47.150002,45.549999,45.849998,45.014252,2921989
2019-02-04,47.000000,47.000000,46.049999,46.299999,45.456051,1127651
2019-02-08,45.549999,46.950001,45.500000,46.099998,45.259693,3399059
2019-02-11,45.849998,47.150002,45.849998,47.049999,46.192379,2657846
2019-02-12,47.099998,47.950001,46.750000,47.849998,46.977795,2325156
2019-02-13,49.250000,50.000000,48.849998,49.200001,48.303192,3820116
2019-02-14,48.049999,49.000000,47.799999,48.500000,47.615952,2351500
2019-02-15,47.650002,48.299999,46.900002,47.000000,46.143291,3138153
2019-02-18,47.799999,49.250000,47.400002,48.799999,47.910480,1274680
2019-02-19,49.049999,49.099998,47.099998,47.450001,46.585091,1537897
2019-02-20,47.000000,47.849998,47.000000,47.549999,46.683266,1917746
2019-02-21,47.349998,49.000000,46.950001,48.750000,47.861393,2060507
2019-02-22,48.150002,48.150002,46.650002,47.599998,46.732353,2406542
2019-02-25,51.500000,52.299999,50.500000,50.750000,49.824940,11589483
2019-02-26,51.750000,53.250000,51.049999,52.299999,51.346684,9006896
2019-02-27,51.799999,51.950001,50.950001,51.500000,50.561268,6681062
2019-02-28,50.099998,52.799999,50.099998,52.450001,51.493950,6394329
2019-03-01,52.250000,53.900002,51.200001,52.849998,51.886654,5656002
2019-03-04,53.349998,54.049999,52.000000,52.500000,51.543037,5526155
2019-03-05,52.250000,53.250000,51.000000,52.700001,51.739391,5560605
2019-03-06,53.500000,53.900002,52.049999,53.349998,52.377544,4773376
2019-03-07,52.700001,52.700001,51.000000,52.099998,51.150330,11544404
2019-03-08,51.500000,52.500000,50.400002,51.500000,50.561268,27920901
2019-03-11,50.950001,51.400002,49.099998,50.750000,49.824940,25853433
2019-03-12,51.650002,52.250000,50.750000,51.900002,50.953976,6015038
2019-03-13,51.900002,51.900002,50.599998,51.250000,50.315823,3268397
2019-03-14,50.799999,51.549999,50.000000,50.500000,49.579494,3717054
2019-03-15,50.750000,51.200001,50.549999,50.750000,49.824940,3686714
2019-03-18,51.299999,51.299999,50.500000,50.900002,49.972206,4063543
2019-03-19,50.799999,51.250000,50.500000,51.200001,50.266735,4468211
2019-03-20,51.900002,51.900002,50.700001,51.099998,50.168556,4680316
2019-03-21,51.000000,51.200001,50.099998,50.299999,49.383141,3325999
2019-03-22,51.299999,51.299999,50.150002,50.700001,49.775848,3416355
2019-03-25,49.900002,50.500000,49.250000,49.950001,49.039520,3079380
2019-03-26,50.849998,51.200001,50.400002,50.950001,50.021290,4617253
2019-03-27,51.799999,51.799999,50.650002,51.299999,50.364910,3079573
2019-03-28,51.849998,52.450001,51.400002,52.099998,51.150330,6178282
2019-03-29,51.750000,52.750000,51.349998,52.750000,51.788483,3877154
2019-04-01,53.349998,54.299999,52.799999,54.150002,53.162964,4496177
2019-04-02,54.000000,55.950001,53.349998,55.900002,54.881065,5528275
2019-04-03,55.500000,56.849998,55.450001,56.200001,55.175598,6197656
2019-04-04,55.650002,57.000000,54.950001,57.000000,55.961010,7397440
2019-04-08,57.000000,57.700001,56.250000,56.599998,55.568302,5359778
